trial,animal_id,date,sess_id,result,hits,violations,temperror,hit_rate,error_rate,violation_rate,temp_error_rate,n_lpokes,n_cpokes,n_rpokes,trial_dur,valid_early_spoke,first_spoke,first_lpoke,first_rpoke,stage,sides,SMA_set,is_match,sa,sb,stimuli_on,settling_in_dur,legal_cbreak_dur,pre_dur,adj_pre_dur,stimulus_dur,delay_dur,post_dur,sb_extra_dur,viol_off_dur,pre_go_dur,inter_trial_dur,go_type,go_dur,give_type_set,give_type_imp,give_frac,give_delay_dur,give_light_dur,give_use,replay_on,timeouts,water_delivered,give_water_not_drunk,crash_hist,l_water_vol,r_water_vol,ab_l_prob,ab_r_prob,ab_beta,ab_tau,exp_del_tau,exp_del_min,exp_del_max,sound_pair
177,R610,2023-05-16,915119,1,1,0,0,0.55,0.45,0.61,0.0,1.0,1.0,0.0,10.130600000000413,False,l,1.2415000000000873,,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.5877952318200367,0.001,0.0,0.5917952318200367,0.5917952318200367,6.384952685581144,none,0.2,light,light,1.0,0.001,0.0,True,True,,6.0,True,False,6.0,6.0,0.41376437530866744,0.5862356246913326,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
1,R610,2023-05-17,915228,3,,1,,0.0,0.0,0.0,0.0,1.0,1.0,4.0,17.760200000000054,False,l,0.27899999999999636,,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.032728713016881815,0.001,0.0,0.45,0.03672871301688182,4.900664658211074,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,10.0,10.0,0.5,0.5,4.0,30.0,0.2,0.01,0.3,"3.0, 12.0"
2,R610,2023-05-17,915228,4,0,0,1,,,1.0,,1.0,1.0,7.0,54.07759999999996,False,r,7.1317000000000235,0.23850000000004457,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.0654350766334763,0.001,0.0,0.0694350766334763,0.0694350766334763,7.070099969231078,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.5,0.5,4.0,30.0,0.2,0.01,0.3,"12.0, 12.0"
3,R610,2023-05-17,915228,1,1,0,0,0.0,0.0,0.5,1.0,0.0,2.0,1.0,9.807699999999954,False,r,,0.29169999999999163,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.03777565597840447,0.001,0.0,0.04177565597840447,0.04177565597840447,6.51764142650598,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.5,0.5,4.0,30.0,0.2,0.01,0.3,"3.0, 12.0"
4,R610,2023-05-17,915228,4,0,0,1,0.5,0.0,0.33,0.5,5.0,4.0,2.0,28.859000000000037,False,r,1.7111999999999625,0.30380000000002383,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.036474284413021925,0.001,0.0,0.04047428441302193,0.04047428441302193,7.387968203599466,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.9820137900379085,0.017986209962091555,4.0,30.0,0.2,0.01,0.3,"12.0, 12.0"
5,R610,2023-05-17,915228,4,0,0,1,0.33,0.0,0.25,0.67,4.0,1.0,4.0,19.311500000000024,False,r,4.862799999999993,0.28109999999992397,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.055481712056817185,0.001,0.0,0.05948171205681719,0.05948171205681719,6.279723309448129,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.9820137900379085,0.017986209962091555,4.0,30.0,0.2,0.01,0.3,"12.0, 12.0"
6,R610,2023-05-17,915228,4,0,0,1,0.25,0.0,0.2,0.75,2.0,1.0,4.0,28.48599999999999,False,r,4.848600000000033,0.31399999999996453,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.07424719286192343,0.001,0.0,0.07824719286192343,0.07824719286192343,6.488627410763245,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.9820137900379085,0.017986209962091555,4.0,30.0,0.2,0.01,0.3,"12.0, 12.0"
7,R610,2023-05-17,915228,1,1,0,0,0.2,0.0,0.17,0.8,1.0,2.0,1.0,18.67909999999995,False,l,0.5936000000000377,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.2789621603700549,0.001,0.0,0.2829621603700549,0.2829621603700549,5.492343355770128,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.9820137900379085,0.017986209962091555,4.0,30.0,0.2,0.01,0.3,"12.0, 12.0"
8,R610,2023-05-17,915228,1,1,0,0,0.33,0.0,0.14,0.67,3.0,1.0,0.0,19.900800000000004,False,l,0.34780000000000655,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.07160844066750131,0.001,0.0,0.07560844066750132,0.07560844066750132,6.4259182744936085,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.9585340341434333,0.0414659658565667,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
9,R610,2023-05-17,915228,1,1,0,0,0.43,0.0,0.13,0.57,1.0,1.0,1.0,11.311900000000037,False,l,0.5230000000000246,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.18614188238953977,0.001,0.0,0.19014188238953977,0.19014188238953977,6.4462510858092665,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.9288844450944694,0.07111555490553065,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
10,R610,2023-05-17,915228,1,1,0,0,0.5,0.0,0.11,0.5,2.0,1.0,0.0,12.419899999999984,False,l,0.4420000000000073,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.25086892121628,0.001,0.0,0.25486892121628,0.25486892121628,7.186648469118642,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,10.0,True,False,10.0,10.0,0.8968916494813248,0.1031083505186751,4.0,30.0,0.2,0.01,0.3,"12.0, 12.0"
11,R610,2023-05-17,915228,1,1,0,0,0.56,0.0,0.1,0.44,3.0,1.0,0.0,16.33439999999996,False,l,0.3222000000000662,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.20975329229790407,0.001,0.0,0.21375329229790407,0.21375329229790407,7.574376894251868,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,10.0,True,False,10.0,10.0,0.8651895879760693,0.1348104120239308,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
12,R610,2023-05-17,915228,1,1,0,0,0.6,0.0,0.09,0.4,2.0,2.0,1.0,14.033199999999965,False,r,,0.5742000000000189,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.1393296808313107,0.001,0.0,0.1433296808313107,0.1433296808313107,6.425063142189562,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.8352325421024425,0.16476745789755753,4.0,30.0,0.2,0.01,0.3,"3.0, 12.0"
13,R610,2023-05-17,915228,1,1,0,0,0.64,0.0,0.08,0.36,0.0,1.0,1.0,10.80499999999995,False,r,,0.3348999999999478,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.034321609260497016,0.001,0.0,0.03832160926049702,0.03832160926049702,6.4697076151350945,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.8352325421024425,0.16476745789755753,4.0,30.0,0.2,0.01,0.3,"12.0, 3.0"
14,R610,2023-05-17,915228,4,0,0,1,0.67,0.0,0.08,0.33,1.0,2.0,11.0,18.81269999999995,False,r,1.7653000000000247,0.3444000000000642,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.011500708339717577,0.001,0.0,0.015500708339717579,0.015500708339717579,7.666246486721589,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.8352325421024425,0.1647674578975576,4.0,30.0,0.2,0.01,0.3,"12.0, 12.0"
15,R610,2023-05-17,915228,1,1,0,0,0.62,0.0,0.07,0.38,9.0,1.0,2.0,27.945799999999963,False,l,0.5742000000000189,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.017608900458422262,0.001,0.0,0.021608900458422262,0.021608900458422262,6.465811733018665,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.8716359951954644,0.12836400480453564,4.0,30.0,0.2,0.01,0.3,"12.0, 12.0"
16,R610,2023-05-17,915228,4,0,0,1,0.64,0.0,0.07,0.36,4.0,1.0,14.0,23.766700000000014,False,r,7.639300000000048,0.3102999999999838,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.014190706458635152,0.001,0.0,0.01819070645863515,0.01819070645863515,5.191758026248564,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.8454572184549611,0.1545427815450388,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
17,R610,2023-05-17,915228,1,1,0,0,0.6,0.0,0.06,0.4,3.0,3.0,0.0,13.427800000000047,False,l,0.45259999999996126,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.2777620026299566,0.001,0.0,0.2817620026299566,0.2817620026299566,7.243017552059913,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,10.0,True,False,10.0,10.0,0.8743206957779983,0.1256793042220016,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
18,R610,2023-05-17,915228,4,0,0,1,0.63,0.0,0.06,0.38,3.0,1.0,11.0,16.172399999999925,False,r,4.923000000000002,0.33199999999999363,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.07257120340101111,0.001,0.0,0.07657120340101112,0.07657120340101112,6.0872287528266975,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.8520350475140878,0.14796495248591227,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
19,R610,2023-05-17,915228,1,1,0,0,0.59,0.0,0.06,0.41,3.0,2.0,0.0,11.987699999999904,False,l,0.4740999999999076,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.029140707738562872,0.001,0.0,0.033140707738562876,0.033140707738562876,4.722848534179199,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.876161641253507,0.12383835874649286,4.0,30.0,0.2,0.01,0.3,"12.0, 12.0"
20,R610,2023-05-17,915228,1,1,0,0,0.61,0.0,0.05,0.39,4.0,1.0,0.0,11.379599999999982,False,l,0.4932000000001153,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.25659488357269994,0.001,0.0,0.26059488357269994,0.26059488357269994,5.100697469842712,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.8566077521357105,0.14339224786428936,4.0,30.0,0.2,0.01,0.3,"12.0, 12.0"
21,R610,2023-05-17,915228,1,1,0,0,0.63,0.0,0.05,0.37,2.0,2.0,0.0,12.753600000000006,False,l,0.8188000000000102,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.0945293165503091,0.001,0.0,0.09852931655030911,0.09852931655030911,5.638594691375173,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.8376330182108295,0.16236698178917056,4.0,30.0,0.2,0.01,0.3,"12.0, 12.0"
22,R610,2023-05-17,915228,4,0,0,1,0.65,0.0,0.05,0.35,3.0,1.0,10.0,18.08030000000008,False,r,5.2348000000001775,0.34900000000016007,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.15041693129733122,0.001,0.0,0.15441693129733122,0.15441693129733122,7.366721947737937,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.8194173601865763,0.1805826398134237,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
23,R610,2023-05-17,915228,1,1,0,0,0.62,0.0,0.05,0.38,2.0,2.0,0.0,7.624299999999948,False,l,0.8331000000000586,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.12009754602427056,0.001,0.0,0.12409754602427056,0.12409754602427056,3.9411685568709336,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.8453386598039235,0.1546613401960764,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
24,R610,2023-05-17,915228,1,1,0,0,0.64,0.0,0.04,0.36,3.0,1.0,0.0,7.938100000000077,False,l,0.5211000000001604,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.14973268241681068,0.001,0.0,0.15373268241681068,0.15373268241681068,4.524056745408746,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.828716913309875,0.171283086690125,4.0,30.0,0.2,0.01,0.3,"12.0, 12.0"
25,R610,2023-05-17,915228,1,1,0,0,0.65,0.0,0.04,0.35,1.0,1.0,1.0,8.700399999999945,False,r,,0.4235000000001037,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.07837165289099414,0.001,0.0,0.08237165289099414,0.08237165289099414,5.605383226677486,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.8126962728969425,0.18730372710305754,4.0,30.0,0.2,0.01,0.3,"12.0, 3.0"
26,R610,2023-05-17,915228,4,0,0,1,0.67,0.0,0.04,0.33,4.0,2.0,1.0,14.200900000000047,False,r,1.7392999999999574,0.30700000000001637,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.05206459698552942,0.001,0.0,0.05606459698552942,0.05606459698552942,6.750635662295661,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.8126962728969426,0.18730372710305748,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
27,R610,2023-05-17,915228,1,1,0,0,0.64,0.0,0.04,0.36,2.0,2.0,0.0,13.892299999999977,False,l,0.4329000000000178,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.2443893129529504,0.001,0.0,0.24838931295295041,0.24838931295295041,6.059828738901881,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,10.0,True,False,10.0,10.0,0.8377800620405123,0.16221993795948772,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
28,R610,2023-05-17,915228,1,1,0,0,0.65,0.0,0.04,0.35,2.0,1.0,0.0,10.774000000000115,False,l,0.3657999999998083,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.07292522664003652,0.001,0.0,0.07692522664003652,0.07692522664003652,7.57679438982065,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.8224160536230568,0.1775839463769432,4.0,30.0,0.2,0.01,0.3,"12.0, 12.0"
29,R610,2023-05-17,915228,4,0,0,1,0.67,0.0,0.04,0.33,9.0,2.0,2.0,13.643499999999904,False,l,0.46299999999996544,3.9225000000001273,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.025319960059627805,0.001,0.0,0.029319960059627805,0.029319960059627805,5.265149795887895,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.8075779730794427,0.19242202692055732,4.0,30.0,0.2,0.01,0.3,"3.0, 12.0"
30,R610,2023-05-17,915228,1,1,0,0,0.64,0.0,0.03,0.36,0.0,2.0,1.0,9.778800000000047,False,r,,0.44460000000003674,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.1457517085084006,0.001,0.0,0.1497517085084006,0.1497517085084006,5.1314243269956785,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.5682680577220988,0.4317319422779011,4.0,30.0,0.2,0.01,0.3,"3.0, 12.0"
31,R610,2023-05-17,915228,1,1,0,0,0.66,0.0,0.03,0.34,2.0,1.0,0.0,8.751500000000078,False,l,0.44239999999990687,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.24496868984887846,0.001,0.0,0.24896868984887846,0.24896868984887846,5.7938996171304185,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,10.0,True,False,10.0,10.0,0.6323203752929943,0.36767962470700566,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
32,R610,2023-05-17,915228,1,1,0,0,0.67,0.0,0.03,0.33,0.0,1.0,1.0,8.910100000000057,False,r,,0.4493999999999687,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.03635470555430544,0.001,0.0,0.040354705554305446,0.040354705554305446,5.659389865043624,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.609952621042991,0.390047378957009,4.0,30.0,0.2,0.01,0.3,"3.0, 12.0"
33,R610,2023-05-17,915228,4,0,0,1,0.68,0.0,0.03,0.32,2.0,6.0,3.0,11.710900000000038,False,l,0.6518000000000939,1.6598999999998796,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.09070497225924082,0.001,0.0,0.09470497225924082,0.09470497225924082,4.731322462213592,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.6510234740309463,0.3489765259690537,4.0,30.0,0.2,0.01,0.3,"12.0, 3.0"
34,R610,2023-05-17,915228,4,0,0,1,0.66,0.0,0.03,0.34,2.0,2.0,5.0,11.099099999999908,False,r,2.669700000000148,0.45019999999999527,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.14836553189914867,0.001,0.0,0.15236553189914867,0.15236553189914867,4.847264148211012,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.5165038194415636,0.48349618055843635,4.0,30.0,0.2,0.01,0.3,"12.0, 12.0"
35,R610,2023-05-17,915228,1,1,0,0,0.64,0.0,0.03,0.36,1.0,2.0,0.0,7.999900000000025,False,l,0.6083000000000993,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.01919706769881446,0.001,0.0,0.02319706769881446,0.02319706769881446,4.9220655838346685,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.5615958985914494,0.4384041014085507,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
36,R610,2023-05-17,915228,1,1,0,0,0.65,0.0,0.03,0.35,2.0,1.0,0.0,7.082300000000032,False,l,0.6453999999998814,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.252737493317433,0.001,0.0,0.256737493317433,0.256737493317433,3.6277975954296506,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.5367815983677194,0.4632184016322807,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
37,R610,2023-05-17,915228,1,1,0,0,0.66,0.0,0.03,0.34,0.0,2.0,1.0,10.8596,False,r,,0.7113999999999123,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.1599340182847392,0.001,0.0,0.1639340182847392,0.1639340182847392,4.967498543548348,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.5141848637829242,0.4858151362170757,4.0,30.0,0.2,0.01,0.3,"12.0, 3.0"
38,R610,2023-05-17,915228,1,1,0,0,0.67,0.0,0.03,0.33,0.0,1.0,1.0,9.127099999999928,False,r,,0.4634000000000924,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.1594768985996766,0.001,0.0,0.1634768985996766,0.1634768985996766,6.1643536493979365,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.5655196449229697,0.43448035507703026,4.0,30.0,0.2,0.01,0.3,"3.0, 12.0"
39,R610,2023-05-17,915228,1,1,0,0,0.68,0.0,0.03,0.32,2.0,2.0,0.0,10.573799999999892,False,l,0.41879999999991924,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.013126363504844975,0.001,0.0,0.017126363504844977,0.017126363504844977,7.581267507789613,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.6027525889199985,0.39724741108000156,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
40,R610,2023-05-17,915228,1,1,0,0,0.68,0.0,0.03,0.32,0.0,5.0,2.0,7.943899999999985,False,r,,0.6915000000001328,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.255826708802928,0.001,0.0,0.259826708802928,0.259826708802928,5.104434814449009,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.5816000050643966,0.4183999949356034,4.0,30.0,0.2,0.01,0.3,"3.0, 12.0"
41,R610,2023-05-17,915228,4,0,0,1,0.69,0.0,0.03,0.31,3.0,2.0,2.0,17.086700000000064,False,l,0.43990000000007967,1.8034999999999854,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.2223317166844685,0.001,0.0,0.2263317166844685,0.2263317166844685,7.564003397147355,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.6108762301647952,0.3891237698352047,4.0,30.0,0.2,0.01,0.3,"3.0, 12.0"
42,R610,2023-05-17,915228,1,1,0,0,0.68,0.0,0.02,0.33,1.0,1.0,0.0,14.727799999999888,False,l,0.694300000000112,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.013804580207727226,0.001,0.0,0.017804580207727228,0.017804580207727228,5.800995905533853,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.5156235778502956,0.48437642214970444,4.0,30.0,0.2,0.01,0.3,"12.0, 12.0"
43,R610,2023-05-17,915228,1,1,0,0,0.68,0.0,0.02,0.32,0.0,5.0,2.0,37.60239999999999,False,r,,0.4498999999998432,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.1521791258345292,0.001,0.0,0.1561791258345292,0.1561791258345292,5.990625850991681,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.49455336260253113,0.5054466373974689,4.0,30.0,0.2,0.01,0.3,"12.0, 3.0"
44,R610,2023-05-17,915228,1,1,0,0,0.69,0.0,0.02,0.31,1.0,13.0,2.0,9.921100000000024,False,r,,0.4111000000000331,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.04070814686012923,0.001,0.0,0.044708146860129236,0.044708146860129236,6.868136759062907,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.5283236523924603,0.47167634760753974,4.0,30.0,0.2,0.01,0.3,"3.0, 12.0"
45,R610,2023-05-17,915228,4,0,0,1,0.7,0.0,0.02,0.3,4.0,3.0,2.0,30.622800000000097,False,r,1.7717999999999847,0.3751999999999498,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.17388157021678474,0.001,0.0,0.17788157021678475,0.17788157021678475,6.998477229590605,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.5557852153775383,0.44421478462246167,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
46,R610,2023-05-17,915228,4,0,0,1,0.68,0.0,0.02,0.32,2.0,5.0,10.0,42.693500000000085,False,r,4.8125,0.8389999999999418,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.027349344010002656,0.001,0.0,0.03134934401000265,0.03134934401000265,6.032655168515906,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.6040393971445666,0.39596060285543344,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
47,R610,2023-05-17,915228,4,0,0,1,0.67,0.0,0.02,0.33,4.0,3.0,2.0,12.217200000000048,False,l,0.5027999999999793,1.8322999999998046,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.2974407170320173,0.001,0.0,0.3014407170320173,0.3014407170320173,6.129927188478483,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.6456951491031716,0.3543048508968285,4.0,30.0,0.2,0.01,0.3,"3.0, 12.0"
48,R610,2023-05-17,915228,4,0,0,1,0.65,0.0,0.02,0.35,4.0,3.0,3.0,27.495400000000018,False,l,0.5049000000001342,3.437400000000025,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.013508482620363926,0.001,0.0,0.017508482620363926,0.017508482620363926,5.359174322988205,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.5692670284792024,0.43073297152079765,4.0,30.0,0.2,0.01,0.3,"3.0, 12.0"
49,R610,2023-05-17,915228,1,1,0,0,0.64,0.0,0.02,0.36,0.0,1.0,3.0,49.33770000000004,False,r,,0.8024000000000342,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.2825734360463667,0.001,0.0,0.2865734360463667,0.2865734360463667,4.516569614353353,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.5026368530548224,0.4973631469451775,4.0,30.0,0.2,0.01,0.3,"3.0, 12.0"
50,R610,2023-05-17,915228,1,1,0,0,0.65,0.0,0.02,0.35,1.0,2.0,0.0,8.424099999999953,False,l,0.6032000000000153,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.07731337608284358,0.001,0.0,0.08131337608284359,0.08131337608284359,4.991095546270241,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,10.0,True,False,10.0,10.0,0.5375312046023341,0.46246879539766594,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
51,R610,2023-05-17,915228,4,0,0,1,0.65,0.0,0.02,0.35,2.0,2.0,2.0,24.588600000000042,False,r,1.8644999999999072,0.5054000000000087,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.066772747441893,0.001,0.0,0.070772747441893,0.070772747441893,6.725787140106738,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.1,10.0,True,False,10.0,10.0,0.5102227791084496,0.4897772208915504,4.0,30.0,0.2,0.01,0.3,"3.0, 3.0"
