trial,animal_id,date,sess_id,result,hits,violations,temperror,hit_rate,error_rate,violation_rate,temp_error_rate,n_lpokes,n_cpokes,n_rpokes,trial_dur,valid_early_spoke,first_spoke,first_lpoke,first_rpoke,stage,sides,SMA_set,is_match,sa,sb,stimuli_on,settling_in_dur,legal_cbreak_dur,pre_dur,adj_pre_dur,stimulus_dur,delay_dur,post_dur,sb_extra_dur,viol_off_dur,pre_go_dur,inter_trial_dur,go_type,go_dur,give_type_set,give_type_imp,give_frac,give_delay_dur,give_light_dur,give_use,replay_on,timeouts,water_delivered,give_water_not_drunk,crash_hist,l_water_vol,r_water_vol,ab_l_prob,ab_r_prob,ab_beta,ab_tau,exp_del_tau,exp_del_min,exp_del_max,sound_pair
134,R612,2023-05-19,915468,1,1,0,0,0.69,0.31,0.05,0.0,5.0,1.0,0.0,11.828800000000228,False,l,0.2966999999998734,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.09866237051354057,0.001,0.0,0.10266237051354057,0.10266237051354057,5.377583703728908,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
135,R612,2023-05-19,915468,1,1,0,0,0.69,0.31,0.05,0.0,1.0,1.0,0.0,10.477600000000166,False,l,0.6608000000005632,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.1940583195935316,0.001,0.0,0.1980583195935316,0.1980583195935316,4.816585244827883,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
136,R612,2023-05-19,915468,1,1,0,0,0.7,0.3,0.05,0.0,1.0,1.0,1.0,8.916400000000067,False,l,0.25820000000021537,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.10929047921671248,0.001,0.0,0.11329047921671248,0.11329047921671248,6.151244735546209,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
137,R612,2023-05-19,915468,1,1,0,0,0.7,0.3,0.05,0.0,3.0,2.0,0.0,8.455899999999929,False,l,0.26380000000062864,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.11053738655745286,0.001,0.0,0.11453738655745287,0.11453738655745287,4.459158088388044,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
138,R612,2023-05-19,915468,1,1,0,0,0.7,0.3,0.05,0.0,1.0,1.0,0.0,8.321200000000317,False,l,0.9445000000005166,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.056161581265639075,0.001,0.0,0.06016158126563908,0.06016158126563908,4.551775462008475,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
139,R612,2023-05-19,915468,1,1,0,0,0.7,0.3,0.05,0.0,1.0,1.0,0.0,8.048499999999876,False,l,0.4488000000001193,,3.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.23584264359675883,0.001,0.0,0.23984264359675883,0.23984264359675883,4.985815293281707,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"3.0, 3.0"
140,R612,2023-05-19,915468,2,0,0,0,0.7,0.3,0.05,0.0,0.0,1.0,2.0,6.648000000000138,False,r,,0.6153999999996813,3.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.12590002395953442,0.001,0.0,0.12990002395953443,0.12990002395953443,4.4324564679393195,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"3.0, 3.0"
141,R612,2023-05-19,915468,2,0,0,0,0.7,0.3,0.05,0.0,3.0,2.0,0.0,9.755400000000009,False,l,0.16330000000016298,,3.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.05053648535063351,0.001,0.0,0.05453648535063351,0.05453648535063351,5.507202941457217,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"12.0, 3.0"
142,R612,2023-05-19,915468,2,0,0,0,0.69,0.31,0.05,0.0,2.0,4.0,1.0,8.236399999999776,False,l,0.3083999999998923,,3.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.07551179654450618,0.001,0.0,0.07951179654450619,0.07951179654450619,5.065163361098353,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"12.0, 3.0"
143,R612,2023-05-19,915468,2,0,0,0,0.69,0.31,0.05,0.0,4.0,2.0,0.0,10.134500000000116,False,l,0.4719999999997526,,3.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.2505049192094682,0.001,0.0,0.2545049192094682,0.2545049192094682,5.341502681580427,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"3.0, 12.0"
144,R612,2023-05-19,915468,2,0,0,0,0.68,0.32,0.05,0.0,3.0,2.0,0.0,7.542699999999968,False,l,0.275300000000243,,3.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.06106679385128973,0.001,0.0,0.06506679385128973,0.06506679385128973,4.6962410869209315,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"12.0, 3.0"
145,R612,2023-05-19,915468,2,0,0,0,0.68,0.32,0.05,0.0,1.0,1.0,1.0,5.0625,False,l,0.4110000000000582,,3.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.1632528605185998,0.001,0.0,0.1672528605185998,0.1672528605185998,3.5893774553774938,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"3.0, 12.0"
146,R612,2023-05-19,915468,2,0,0,0,0.67,0.33,0.05,0.0,2.0,1.0,1.0,7.242599999999584,False,l,0.3193999999994048,,3.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.13183060644724404,0.001,0.0,0.13583060644724404,0.13583060644724404,5.597408846347031,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"3.0, 12.0"
147,R612,2023-05-19,915468,2,0,0,0,0.67,0.33,0.05,0.0,3.0,1.0,1.0,9.810099999999693,False,l,0.2514000000001033,,3.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.2351045760214876,0.001,0.0,0.2391045760214876,0.2391045760214876,6.755968445500638,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"12.0, 3.0"
148,R612,2023-05-19,915468,1,1,0,0,0.66,0.34,0.05,0.0,0.0,1.0,1.0,6.519100000000435,False,r,,0.39570000000003347,3.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.14990093468623056,0.001,0.0,0.15390093468623056,0.15390093468623056,4.061477524762076,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,4.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"3.0, 12.0"
149,R612,2023-05-19,915468,2,0,0,0,0.67,0.33,0.05,0.0,3.0,3.0,0.0,7.840699999999742,False,l,0.34799999999995634,,3.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.2060408487941453,0.001,0.0,0.2100408487941453,0.2100408487941453,4.172024961659628,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"12.0, 3.0"
150,R612,2023-05-19,915468,2,0,0,0,0.66,0.34,0.05,0.0,2.0,2.0,4.0,7.669499999999971,False,l,0.30240000000048894,,3.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.24732674793746712,0.001,0.0,0.2513267479374671,0.2513267479374671,5.058709968630627,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"3.0, 12.0"
151,R612,2023-05-19,915468,2,0,0,0,0.66,0.34,0.05,0.0,1.0,1.0,0.0,10.973299999999654,False,l,0.4976999999998952,,3.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.2033127593134208,0.001,0.0,0.2073127593134208,0.2073127593134208,6.303510521193591,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"3.0, 12.0"
152,R612,2023-05-19,915468,2,0,0,0,0.65,0.35,0.05,0.0,3.0,2.0,0.0,16.334200000000237,False,l,0.5444999999999709,,3.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.09448172720733317,0.001,0.0,0.09848172720733317,0.09848172720733317,5.709394488153295,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"12.0, 3.0"
153,R612,2023-05-19,915468,2,0,0,0,0.65,0.35,0.05,0.0,4.0,2.0,0.0,7.682300000000396,False,l,0.3025000000006912,,3.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.053031323757312725,0.001,0.0,0.05703132375731273,0.05703132375731273,3.423791533447812,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"3.0, 12.0"
154,R612,2023-05-19,915468,2,0,0,0,0.64,0.36,0.05,0.0,1.0,2.0,0.0,17.3759,False,l,0.44090000000051077,,3.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.14422005196477028,0.001,0.0,0.14822005196477028,0.14822005196477028,6.345859986396855,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"3.0, 12.0"
155,R612,2023-05-19,915468,2,0,0,0,0.64,0.36,0.05,0.0,4.0,2.0,0.0,5.985700000000179,False,l,0.280800000000454,,3.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.1621698093874454,0.001,0.0,0.1661698093874454,0.1661698093874454,3.0,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"12.0, 3.0"
156,R612,2023-05-19,915468,2,0,0,0,0.64,0.36,0.05,0.0,2.0,2.0,0.0,6.14469999999983,False,l,0.4118000000007669,,3.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.1422509400168062,0.001,0.0,0.1462509400168062,0.1462509400168062,4.217621480500961,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"12.0, 3.0"
157,R612,2023-05-19,915468,1,1,0,0,0.63,0.37,0.04,0.0,0.0,1.0,2.0,9.876599999999598,False,r,,0.282799999999952,3.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.2691849961714525,0.001,0.0,0.2731849961714525,0.2731849961714525,5.270782784669638,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"12.0, 3.0"
158,R612,2023-05-19,915468,2,0,0,0,0.63,0.37,0.04,0.0,2.0,2.0,1.0,7.17029999999977,False,l,0.3069000000004962,,3.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.16829980461280708,0.001,0.0,0.17229980461280708,0.17229980461280708,4.504551372285866,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"12.0, 3.0"
159,R612,2023-05-19,915468,2,0,0,0,0.63,0.37,0.04,0.0,2.0,4.0,0.0,53.64800000000014,False,l,0.4194999999999709,,3.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.10009459084187883,0.001,0.0,0.10409459084187883,0.10409459084187883,6.8412052955670335,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"3.0, 12.0"
160,R612,2023-05-19,915468,2,0,0,0,0.63,0.38,0.04,0.0,1.0,2.0,0.0,5.823500000000422,False,l,0.7641999999996187,,3.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.21467843272779058,0.001,0.0,0.21867843272779058,0.21867843272779058,3.0,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,0.0,1.0,2.0,30.0,0.2,0.05,0.3,"12.0, 3.0"
161,R612,2023-05-19,915468,1,1,0,0,0.62,0.38,0.04,0.0,2.0,1.0,0.0,9.086900000000242,False,l,0.32079999999950815,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.08368990994995731,0.001,0.0,0.08768990994995732,0.08768990994995732,5.319707887884544,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
162,R612,2023-05-19,915468,1,1,0,0,0.62,0.38,0.04,0.0,2.0,1.0,0.0,13.713300000000345,False,l,0.3698999999996886,,3.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.11120017268789129,0.001,0.0,0.11520017268789129,0.11520017268789129,5.847876797965327,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"3.0, 3.0"
163,R612,2023-05-19,915468,1,1,0,0,0.63,0.37,0.04,0.0,1.0,2.0,0.0,7.11830000000009,False,l,0.5070000000005166,,3.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.15799714410091958,0.001,0.0,0.1619971441009196,0.1619971441009196,4.549962397877921,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"3.0, 3.0"
164,R612,2023-05-19,915468,1,1,0,0,0.63,0.37,0.04,0.0,4.0,1.0,0.0,9.743199999999888,False,l,0.31260000000020227,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.10920951366415643,0.001,0.0,0.11320951366415644,0.11320951366415644,4.61653240447852,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
165,R612,2023-05-19,915468,1,1,0,0,0.63,0.37,0.04,0.0,1.0,1.0,0.0,9.420600000000377,False,l,0.4363000000003012,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.07687543753679393,0.001,0.0,0.08087543753679394,0.08087543753679394,4.469106758893133,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
166,R612,2023-05-19,915468,1,1,0,0,0.63,0.37,0.04,0.0,1.0,2.0,0.0,6.874200000000201,False,l,0.24549999999999272,,3.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.14540911361119102,0.001,0.0,0.14940911361119102,0.14940911361119102,3.0686660187481634,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"3.0, 3.0"
167,R612,2023-05-19,915468,1,1,0,0,0.64,0.36,0.04,0.0,2.0,1.0,0.0,6.886599999999817,False,l,0.2673000000004322,,3.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.10650396016002889,0.001,0.0,0.11050396016002889,0.11050396016002889,3.7655532951577735,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"3.0, 3.0"
168,R612,2023-05-19,915468,1,1,0,0,0.64,0.36,0.04,0.0,1.0,2.0,0.0,5.427300000000287,False,l,0.36599999999998545,,3.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.1403000219741632,0.001,0.0,0.1443000219741632,0.1443000219741632,3.0,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"3.0, 3.0"
169,R612,2023-05-19,915468,1,1,0,0,0.64,0.36,0.04,0.0,2.0,2.0,0.0,7.775800000000345,False,l,0.34289999999964493,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.11026424614793479,0.001,0.0,0.11426424614793479,0.11426424614793479,3.683420229345323,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
1,R612,2023-05-20,915551,3,,1,,0.0,0.0,0.0,0.0,2.0,4.0,1.0,7.84069999999997,False,l,0.41620000000000346,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.1024483665451276,0.001,0.0,0.45,0.1064483665451276,5.853233719309726,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
2,R612,2023-05-20,915551,1,1,0,0,,,1.0,,3.0,1.0,1.0,10.02419999999995,False,l,0.21249999999997726,,3.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.07029962374654154,0.001,0.0,0.07429962374654155,0.07429962374654155,5.837711553581967,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"3.0, 3.0"
3,R612,2023-05-20,915551,1,1,0,0,1.0,0.0,0.5,0.0,2.0,1.0,0.0,51.53309999999999,False,l,0.29520000000002256,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.12531061221959724,0.001,0.0,0.12931061221959725,0.12931061221959725,5.180933497819274,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
4,R612,2023-05-20,915551,1,1,0,0,1.0,0.0,0.33,0.0,4.0,1.0,0.0,10.720299999999952,False,l,0.21920000000000073,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.20674698013727094,0.001,0.0,0.21074698013727095,0.21074698013727095,6.10749054480709,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
5,R612,2023-05-20,915551,1,1,0,0,1.0,0.0,0.25,0.0,2.0,1.0,1.0,9.474100000000021,False,l,0.22649999999998727,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.17044714561495655,0.001,0.0,0.17444714561495656,0.17444714561495656,3.787041432018773,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
6,R612,2023-05-20,915551,1,1,0,0,1.0,0.0,0.2,0.0,2.0,1.0,0.0,9.469000000000051,False,l,0.2847000000000435,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.16483788737744282,0.001,0.0,0.16883788737744282,0.16883788737744282,5.218704497075108,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
7,R612,2023-05-20,915551,1,1,0,0,1.0,0.0,0.17,0.0,1.0,2.0,0.0,11.100299999999947,False,l,0.3704999999999927,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.052632051400427225,0.001,0.0,0.05663205140042723,0.05663205140042723,4.713191074664402,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
8,R612,2023-05-20,915551,2,0,0,0,1.0,0.0,0.14,0.0,0.0,3.0,1.0,33.03509999999994,False,r,,0.4538000000000011,3.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.11204469672641271,0.001,0.0,0.11604469672641271,0.11604469672641271,5.644091980417311,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"3.0, 3.0"
9,R612,2023-05-20,915551,2,0,0,0,0.86,0.14,0.13,0.0,1.0,1.0,2.0,7.079899999999952,False,r,,0.42870000000004893,3.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.0678923834788127,0.001,0.0,0.0718923834788127,0.0718923834788127,5.486843588208152,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"3.0, 3.0"
10,R612,2023-05-20,915551,1,1,0,0,0.75,0.25,0.11,0.0,1.0,1.0,0.0,7.921400000000062,False,l,0.4189999999999827,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.11954620849357465,0.001,0.0,0.12354620849357466,0.12354620849357466,4.364817487236758,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
11,R612,2023-05-20,915551,1,1,0,0,0.78,0.22,0.1,0.0,1.0,1.0,0.0,25.739900000000034,False,l,0.38360000000011496,,3.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.10040785834250066,0.001,0.0,0.10440785834250066,0.10440785834250066,6.086753348029118,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"3.0, 3.0"
12,R612,2023-05-20,915551,1,1,0,0,0.8,0.2,0.09,0.0,2.0,1.0,1.0,8.91229999999996,False,l,0.370600000000195,,3.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.2310197494845061,0.001,0.0,0.2350197494845061,0.2350197494845061,5.550589690769594,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"3.0, 3.0"
13,R612,2023-05-20,915551,1,1,0,0,0.82,0.18,0.08,0.0,2.0,1.0,0.0,42.8297,False,l,0.34600000000000364,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.1161371866524829,0.001,0.0,0.12013718665248291,0.12013718665248291,3.9875575420450926,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
14,R612,2023-05-20,915551,1,1,0,0,0.83,0.17,0.08,0.0,3.0,1.0,0.0,13.378999999999905,False,l,0.33900000000016917,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.11747613049644046,0.001,0.0,0.12147613049644046,0.12147613049644046,5.469485340779612,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
15,R612,2023-05-20,915551,1,1,0,0,0.85,0.15,0.07,0.0,1.0,1.0,0.0,8.343399999999974,False,l,0.3057000000001153,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.158336641062112,0.001,0.0,0.162336641062112,0.162336641062112,4.811582508831377,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
16,R612,2023-05-20,915551,1,1,0,0,0.86,0.14,0.07,0.0,1.0,1.0,0.0,10.379300000000057,False,l,0.29349999999999454,,3.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.25447577506602687,0.001,0.0,0.25847577506602687,0.25847577506602687,5.848298680479796,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"3.0, 3.0"
17,R612,2023-05-20,915551,1,1,0,0,0.87,0.13,0.06,0.0,2.0,1.0,0.0,10.625,False,l,0.22240000000010696,,3.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.11057597872078358,0.001,0.0,0.11457597872078358,0.11457597872078358,5.720024653922708,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"3.0, 3.0"
18,R612,2023-05-20,915551,1,1,0,0,0.88,0.13,0.06,0.0,1.0,1.0,0.0,11.738800000000083,False,l,0.6302000000000589,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.05003551667085574,0.001,0.0,0.054035516670855745,0.054035516670855745,6.010327682206405,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
19,R612,2023-05-20,915551,1,1,0,0,0.88,0.12,0.06,0.0,2.0,1.0,0.0,8.789399999999887,False,l,0.251700000000028,,3.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.19706266463277683,0.001,0.0,0.20106266463277683,0.20106266463277683,5.404077907225456,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,4.0,True,False,4.0,4.0,1.0,0.0,2.0,30.0,0.2,0.05,0.3,"12.0, 12.0"
