animal_id,fix_experiment,date,hits,violations
R051,V2,2024-08-15,0.9866666666666667,0.15966386554621848
R051,V2,2024-08-16,0.9742647058823529,0.16049382716049382
R051,V2,2024-08-17,0.9814241486068112,0.10773480662983426
R051,V2,2024-08-18,0.9777158774373259,0.07712082262210797
R051,V2,2024-08-19,0.9807692307692307,0.08542713567839195
R052,V1,2024-10-04,0.9897260273972602,0.10429447852760736
R052,V1,2024-10-05,0.9915492957746479,0.07792207792207792
R052,V1,2024-10-06,0.9907692307692307,0.0997229916897507
R052,V1,2024-10-07,1.0,0.07773851590106007
R052,V1,2024-10-08,0.9936708860759493,0.04819277108433735
R052,V1,2024-10-09,0.9846153846153847,0.049707602339181284
R052,V1,2024-10-10,0.9971264367816092,0.04395604395604396
R052,V1,2024-10-11,0.996875,0.05604719764011799
R052,V1,2024-10-13,0.9848484848484849,0.03225806451612903
R053,V2,2024-08-24,0.9846153846153847,0.32989690721649484
R053,V2,2024-08-25,0.9905660377358491,0.3575757575757576
R053,V2,2024-08-26,0.9795918367346939,0.3
R053,V2,2024-08-27,0.9484536082474226,0.29454545454545455
R053,V2,2024-08-28,0.9617834394904459,0.30837004405286345
R053,V2,2024-08-29,0.9857142857142858,0.25
R053,V2,2024-08-30,0.9955156950672646,0.23103448275862068
R053,V2,2024-09-04,0.9565217391304348,0.31683168316831684
R053,V2,2024-09-05,0.9864253393665159,0.22727272727272727
R053,V2,2024-09-06,0.9754901960784313,0.2765957446808511
R054,V1,2024-09-05,1.0,0.08108108108108109
R054,V1,2024-09-06,0.9948717948717949,0.08018867924528301
R054,V1,2024-09-07,0.9941176470588236,0.06593406593406594
R054,V1,2024-09-08,0.983739837398374,0.18
R054,V1,2024-09-11,1.0,0.09302325581395349
R054,V1,2024-09-12,0.9886363636363636,0.06878306878306878
R054,V1,2024-09-13,1.0,0.06944444444444445
R054,V1,2024-09-14,1.0,0.05154639175257732
R054,V1,2024-09-15,0.9958333333333333,0.03614457831325301
R054,V1,2024-09-16,1.0,0.0694980694980695
R055,V2,2024-08-13,0.9959016393442623,0.1347517730496454
R055,V2,2024-08-14,0.9927536231884058,0.1375
R055,V2,2024-08-15,0.9915966386554622,0.19047619047619047
R055,V2,2024-08-16,1.0,0.09621993127147767
R055,V2,2024-08-17,1.0,0.10963455149501661
R055,V2,2024-08-18,1.0,0.13513513513513514
R055,V2,2024-08-19,0.9892086330935251,0.09446254071661238
R055,V2,2024-08-20,1.0,0.09294871794871795
R055,V2,2024-08-21,0.9968051118210862,0.04573170731707317
R055,V2,2024-08-23,0.9924242424242424,0.3299492385786802
R056,V1,2024-10-05,0.9914893617021276,0.22697368421052633
R056,V1,2024-10-06,0.9951690821256038,0.23897058823529413
R056,V1,2024-10-07,0.9826086956521739,0.26517571884984026
R056,V1,2024-10-08,0.9951690821256038,0.2099236641221374
R056,V1,2024-10-09,1.0,0.13712374581939799
R056,V1,2024-10-10,0.9922480620155039,0.1757188498402556
R056,V1,2024-10-11,0.9964028776978417,0.18475073313782991
R056,V1,2024-10-13,0.9962121212121212,0.16455696202531644
R056,V1,2024-10-14,0.9918918918918919,0.12322274881516587
R056,V1,2024-10-15,0.9906542056074766,0.10584958217270195
R057,V2,2024-08-13,0.990506329113924,0.1662269129287599
R057,V2,2024-08-14,0.9927272727272727,0.1157556270096463
R057,V2,2024-08-15,0.9943502824858758,0.09923664122137404
R057,V2,2024-08-16,0.9970059880239521,0.09239130434782608
R057,V2,2024-08-17,0.996742671009772,0.06116207951070336
R057,V2,2024-08-18,0.9975186104218362,0.08823529411764706
R057,V2,2024-08-19,0.9815789473684211,0.10377358490566038
R057,V2,2024-08-20,0.9840848806366048,0.09156626506024096
R057,V2,2024-08-21,0.99375,0.06158357771260997
R057,V2,2024-08-22,0.9880952380952381,0.09352517985611511
