trial,animal_id,date,sess_id,result,hits,violations,temperror,hit_rate,error_rate,violation_rate,temp_error_rate,n_lpokes,n_cpokes,n_rpokes,trial_dur,valid_early_spoke,first_spoke,first_lpoke,first_rpoke,stage,sides,SMA_set,is_match,sa,sb,stimuli_on,settling_in_dur,legal_cbreak_dur,pre_dur,adj_pre_dur,stimulus_dur,delay_dur,post_dur,sb_extra_dur,viol_off_dur,pre_go_dur,inter_trial_dur,go_type,go_dur,give_type_set,give_type_imp,give_frac,give_delay_dur,give_light_dur,give_use,replay_on,timeouts,water_delivered,give_water_not_drunk,crash_hist,l_water_vol,r_water_vol,ab_l_prob,ab_r_prob,ab_beta,ab_tau,sound_pair,exp_del_tau,exp_del_min,exp_del_max
57,R610,2023-04-13,911939,1,1,0,0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,46.89449999999988,False,l,5.113399999999729,,1.0,l,spoke,True,3.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,39.683653528416734,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,1.0,0.0,0.0,30.0,"3.0, 3.0",,,
58,R610,2023-04-13,911939,1,1,0,0,1.0,0.0,0.0,0.0,7.0,3.0,1.0,49.784200000000055,False,l,0.591099999999642,,1.0,l,spoke,True,3.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,47.09569060775527,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,1.0,0.0,0.0,30.0,"3.0, 3.0",,,
59,R610,2023-04-13,911939,6,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,52.94160000000011,False,l,,,1.0,l,spoke,True,3.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,44.89794185567624,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,6.0,False,False,20.0,20.0,1.0,0.0,0.0,30.0,"3.0, 3.0",,,
60,R610,2023-04-13,911939,6,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.08159999999998,False,l,,,1.0,l,spoke,True,3.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,35.037884617028034,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,6.0,True,False,20.0,20.0,1.0,0.0,0.0,30.0,"3.0, 3.0",,,
61,R610,2023-04-13,911939,6,,,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,59.98140000000012,False,l,,,1.0,l,spoke,True,12.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,51.97909457321433,none,0.2,water_and_light,light,1.0,0.001,0.0,True,False,,0.0,False,False,20.0,20.0,1.0,0.0,0.0,30.0,"12.0, 12.0",,,
62,R610,2023-04-13,911939,1,1,0,0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,49.60129999999981,False,l,6.456499999999778,,1.0,l,spoke,True,3.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,41.04743673533106,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,1.0,0.0,0.0,30.0,"3.0, 3.0",,,
63,R610,2023-04-13,911939,1,1,0,0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,54.26209999999992,False,l,6.917199999999866,,1.0,l,spoke,True,12.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,45.24748924275315,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,1.0,0.0,0.0,30.0,"12.0, 12.0",,,
64,R610,2023-04-13,911939,1,1,0,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,34.77149999999983,False,l,2.8086999999995896,,1.0,l,spoke,True,12.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,29.86539042464841,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,1.0,0.0,0.0,30.0,"12.0, 12.0",,,
65,R610,2023-04-13,911939,1,1,0,0,1.0,0.0,0.0,0.0,5.0,6.0,0.0,44.88239999999996,False,l,4.878699999999753,,1.0,l,spoke,True,12.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,37.9063305039636,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,1.0,0.0,0.0,30.0,"12.0, 12.0",,,
66,R610,2023-04-13,911939,1,1,0,0,1.0,0.0,0.0,0.0,,,,,False,l,4.00630000000001,,1.0,l,spoke,True,12.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,49.4635411738752,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,1.0,0.0,0.0,30.0,"12.0, 12.0",,,
1,R610,2023-04-15,912138,1,1,0,0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,36.22360000000003,False,r,,1.8529000000000906,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,32.27322176562722,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"12.0, 3.0",,,
2,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,5.0,0.0,7.0,46.97679999999991,False,r,,7.706100000000106,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,37.17313603701717,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"12.0, 3.0",,,
3,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,50.78189999999995,False,r,,0.00040000000012696546,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,48.68394461299056,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
4,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,48.33830000000012,False,r,,6.602100000000064,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,39.63856709069589,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
5,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,6.0,2.0,9.0,58.4867999999999,False,r,,0.00040000000012696546,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,56.38880577767631,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"12.0, 3.0",,,
6,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,41.965999999999894,False,r,,0.3586999999999989,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,39.50973096719484,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"12.0, 3.0",,,
7,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,6.0,0.0,13.0,60.271799999999985,False,r,,5.457499999999982,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,52.7167336955924,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"12.0, 3.0",,,
8,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,11.0,0.0,5.0,47.90259999999989,False,r,,0.5978000000000065,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,45.207204613119615,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"12.0, 3.0",,,
9,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,2.0,1.0,8.0,38.37059999999997,False,r,,5.245400000000018,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,31.027573106165864,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
10,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,5.0,0.0,7.0,39.06750000000011,False,r,,1.2940000000000964,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,35.67593068741684,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"12.0, 3.0",,,
11,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,3.0,4.0,9.0,46.478399999999965,False,r,,2.8329000000001088,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,41.547939180498446,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"12.0, 3.0",,,
12,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,42.49109999999996,False,r,,5.323399999999992,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,35.07006590554759,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
13,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,41.83230000000003,False,r,,5.155799999999999,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,34.578864528919325,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
14,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,40.17010000000005,False,r,,0.00040000000012696546,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,38.07212593232234,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
15,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,50.7342000000001,False,r,,0.47199999999998,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,48.1645674209928,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
16,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,39.72010000000023,False,r,,0.00040000000012696546,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,37.6220752450233,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"12.0, 3.0",,,
17,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,43.46160000000009,False,r,,7.632099999999809,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,33.731894484632264,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"12.0, 3.0",,,
18,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,46.11990000000014,False,r,,6.095100000000002,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,37.92722740525834,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
19,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,3.0,2.0,5.0,41.41519999999991,False,r,,3.2680999999997766,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,36.04947685826685,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"12.0, 3.0",,,
20,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,42.64609999999993,False,r,,5.856899999999769,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,34.691588332453065,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
21,R610,2023-04-15,912138,6,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,43.98680000000013,False,r,,,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,35.94299613377563,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,6.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"12.0, 3.0",,,
22,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,45.87649999999985,False,r,,4.304999999999836,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,39.47394628662631,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
23,R610,2023-04-15,912138,6,,,,1.0,0.0,0.0,0.0,1.0,1.0,4.0,46.751000000000204,False,r,,,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,38.70716358672512,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,6.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
24,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,52.67689999999993,False,r,,1.688499999999749,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,48.89084102804046,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"12.0, 3.0",,,
25,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,4.0,0.0,6.0,52.76170000000002,False,r,,2.1461999999996806,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,48.51794835329028,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"12.0, 3.0",,,
26,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,52.7791000000002,False,r,,3.65079999999989,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,47.030725684272845,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
27,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,55.74879999999985,False,r,,5.849299999999857,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,47.80188763671747,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
28,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,56.923899999999776,False,r,,4.35149999999976,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,50.474812892842564,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
29,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,41.79039999999986,False,r,,2.3516999999997097,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,37.34111938125503,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
30,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,42.23660000000018,False,r,,0.8305999999997766,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,39.308442627311095,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
31,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,51.3438000000001,False,r,,7.130899999999656,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,42.11526490085269,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"12.0, 3.0",,,
32,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,53.727300000000014,False,r,,7.208099999999831,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,44.42158396258564,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
33,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,37.58100000000013,False,r,,1.9958999999998923,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,33.48748246746649,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
34,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,43.478999999999814,False,r,,3.4649999999996908,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,37.91637672460878,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"12.0, 3.0",,,
35,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,43.48540000000003,False,r,,2.023399999999583,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,39.36439271952333,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
36,R610,2023-04-15,912138,6,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,53.314600000000155,False,r,,,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,45.270795279845956,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,6.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"12.0, 3.0",,,
37,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,37.93679999999995,False,r,,6.440299999999752,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,29.39886072095745,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
38,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,49.08590000000004,False,r,,5.4044999999996435,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,41.58380229744228,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
39,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,46.746900000000096,False,r,,7.760599999999613,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,36.8886914141102,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
40,R610,2023-04-15,912138,6,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.62260000000015,False,r,,,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,41.578809163726845,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,6.0,True,False,20.0,20.0,0.0,1.0,0.0,30.0,"3.0, 12.0",,,
41,R610,2023-04-15,912138,6,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,47.98010000000022,False,l,,,1.0,l,spoke,True,3.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,39.977817261374966,none,0.2,water_and_light,light,1.0,0.001,0.0,True,False,,0.0,False,False,20.0,20.0,1.0,0.0,0.0,30.0,"3.0, 3.0",,,
42,R610,2023-04-15,912138,6,,,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,44.034999999999854,False,l,,,1.0,l,spoke,True,3.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,35.991323945360925,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,6.0,True,False,20.0,20.0,1.0,0.0,0.0,30.0,"3.0, 3.0",,,
43,R610,2023-04-15,912138,6,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,52.20769999999993,False,l,,,1.0,l,spoke,True,12.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,44.205381189835094,none,0.2,water_and_light,light,1.0,0.001,0.0,True,False,,0.0,False,False,20.0,20.0,1.0,0.0,0.0,30.0,"12.0, 12.0",,,
44,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,46.90470000000005,False,l,1.9046999999995933,,1.0,l,spoke,True,3.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,42.90259380484637,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,1.0,0.0,0.0,30.0,"3.0, 3.0",,,
45,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,42.47620000000006,False,l,0.19729999999981374,,1.0,l,spoke,True,3.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,40.18153459331082,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,1.0,0.0,0.0,30.0,"3.0, 3.0",,,
46,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,42.12260000000015,False,l,1.4234999999998763,,1.0,l,spoke,True,3.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,38.601690210572386,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,1.0,0.0,0.0,30.0,"3.0, 3.0",,,
47,R610,2023-04-15,912138,6,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.29410000000007,False,l,,,1.0,l,spoke,True,12.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,36.25039667183724,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,6.0,True,False,20.0,20.0,1.0,0.0,0.0,30.0,"12.0, 12.0",,,
48,R610,2023-04-15,912138,6,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17430000000013,False,l,,,1.0,l,spoke,True,12.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,38.1720104851438,none,0.2,water_and_light,light,1.0,0.001,0.0,True,False,,0.0,True,False,20.0,20.0,1.0,0.0,0.0,30.0,"12.0, 12.0",,,
49,R610,2023-04-15,912138,6,,,,1.0,0.0,0.0,0.0,2.0,0.0,2.0,51.77190000000019,False,l,,,1.0,l,spoke,True,12.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,43.769585626671315,none,0.2,water_and_light,light,1.0,0.001,0.0,True,False,,0.0,False,False,20.0,20.0,1.0,0.0,0.0,30.0,"12.0, 12.0",,,
50,R610,2023-04-15,912138,1,1,0,0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,44.47719999999981,False,l,2.9787999999998647,,1.0,l,spoke,True,12.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,39.401041237320385,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,20.0,False,False,20.0,20.0,1.0,0.0,0.0,30.0,"12.0, 12.0",,,
