trial,animal_id,date,sess_id,result,hits,violations,temperror,hit_rate,error_rate,violation_rate,temp_error_rate,n_lpokes,n_cpokes,n_rpokes,trial_dur,valid_early_spoke,first_spoke,first_lpoke,first_rpoke,stage,sides,SMA_set,is_match,sa,sb,stimuli_on,settling_in_dur,legal_cbreak_dur,pre_dur,adj_pre_dur,stimulus_dur,delay_dur,post_dur,sb_extra_dur,viol_off_dur,pre_go_dur,inter_trial_dur,go_type,go_dur,give_type_set,give_type_imp,give_frac,give_delay_dur,give_light_dur,give_use,replay_on,timeouts,water_delivered,give_water_not_drunk,crash_hist,l_water_vol,r_water_vol,ab_l_prob,ab_r_prob,ab_beta,ab_tau,sound_pair,exp_del_tau,exp_del_min,exp_del_max
64,R611,2023-04-22,912927,3,,1,,0.56,0.44,0.45,0.0,4.0,1.0,0.0,7.282500000000255,False,l,0.2687000000005355,,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.22289910250813713,0.001,0.0,0.27589910250813715,0.27589910250813715,5.144555372927576,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,12.0,12.0,0.18750014414918886,0.8124998558508111,2.0,30.0,"3.0, 12.0",0.3,0.2,0.7
65,R611,2023-04-22,912927,3,,1,,0.56,0.44,0.46,0.0,8.0,2.0,1.0,71.69660000000022,False,l,0.4475000000002183,,4.0,l,cpoke,True,3.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.4901574714532572,0.001,0.0,0.5431574714532572,0.5431574714532572,6.229155849767594,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,12.0,12.0,0.18750014414918886,0.8124998558508111,2.0,30.0,"3.0, 3.0",0.3,0.2,0.7
66,R611,2023-04-22,912927,3,,1,,0.56,0.44,0.47,0.0,9.0,1.0,1.0,25.76680000000033,False,l,0.33920000000034634,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.6763503773097954,0.001,0.0,0.7293503773097955,0.7293503773097955,6.294366714863531,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,12.0,12.0,0.18750014414918886,0.8124998558508111,2.0,30.0,"12.0, 3.0",0.3,0.2,0.7
67,R611,2023-04-22,912927,3,,1,,0.56,0.44,0.48,0.0,3.0,2.0,0.0,24.978799999999865,False,l,0.2866999999996551,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.47862847969581174,0.001,0.0,0.5316284796958117,0.5316284796958117,6.898376643984218,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,12.0,12.0,0.18750014414918886,0.8124998558508111,2.0,30.0,"12.0, 3.0",0.3,0.2,0.7
68,R611,2023-04-22,912927,3,,1,,0.56,0.44,0.48,0.0,3.0,3.0,0.0,33.95809999999983,False,l,0.28150000000005093,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.34196695101748514,0.001,0.0,0.39496695101748514,0.39496695101748514,6.256016921770104,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,12.0,12.0,0.18750014414918886,0.8124998558508111,2.0,30.0,"12.0, 3.0",0.3,0.2,0.7
69,R611,2023-04-22,912927,3,,1,,0.56,0.44,0.49,0.0,4.0,2.0,1.0,16.989800000000287,False,l,0.21880000000055588,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.5145338359072529,0.001,0.0,0.5675338359072529,0.5675338359072529,4.666766931707919,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,12.0,12.0,0.18750014414918886,0.8124998558508111,2.0,30.0,"12.0, 3.0",0.3,0.2,0.7
70,R611,2023-04-22,912927,3,,1,,0.56,0.44,0.5,0.0,8.0,2.0,0.0,62.4372000000003,False,l,0.26599999999962165,,4.0,l,cpoke,True,3.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.47431175258060765,0.001,0.0,0.5273117525806077,0.5273117525806077,6.859784618872451,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,12.0,12.0,0.18750014414918886,0.8124998558508111,2.0,30.0,"3.0, 3.0",0.3,0.2,0.7
71,R611,2023-04-22,912927,1,1,0,0,0.56,0.44,0.51,0.0,6.0,3.0,0.0,38.759900000000016,False,l,0.7719000000006417,,4.0,l,cpoke,True,3.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.6526105434208838,0.001,0.0,0.7056105434208838,0.7056105434208838,4.810238028484157,none,0.2,light,light,1.0,0.001,0.0,False,True,,12.0,True,False,12.0,12.0,0.18750014414918886,0.8124998558508111,2.0,30.0,"3.0, 3.0",0.3,0.2,0.7
72,R611,2023-04-22,912927,1,1,0,0,0.57,0.43,0.5,0.0,10.0,3.0,0.0,49.84230000000025,False,l,0.4882999999999811,,4.0,l,cpoke,True,12.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.3868918544530097,0.001,0.0,0.4398918544530097,0.4398918544530097,5.2733505749259795,none,0.2,light,light,1.0,0.001,0.0,False,True,,12.0,True,False,12.0,12.0,0.18504135533949173,0.8149586446605082,2.0,30.0,"12.0, 12.0",0.3,0.2,0.7
73,R611,2023-04-22,912927,2,0,0,0,0.58,0.42,0.49,0.0,9.0,1.0,0.0,27.982200000000375,False,l,0.2844999999997526,,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.21119532751512546,0.001,0.0,0.2641953275151255,0.2641953275151255,6.1182368945658725,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,12.0,12.0,0.18297564327149005,0.8170243567285099,2.0,30.0,"3.0, 12.0",0.3,0.2,0.7
74,R611,2023-04-22,912927,1,1,0,0,0.57,0.43,0.49,0.0,4.0,2.0,0.0,13.125299999999697,False,l,1.035899999999856,,4.0,l,cpoke,True,12.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.2952951029684267,0.001,0.0,0.3482951029684267,0.3482951029684267,6.235610207544729,none,0.2,light,light,1.0,0.001,0.0,True,True,,12.0,True,False,12.0,12.0,0.178055408021192,0.821944591978808,2.0,30.0,"12.0, 12.0",0.3,0.2,0.7
1,R611,2023-04-23,912996,2,0,0,0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,76.80020000000002,False,l,0.8972999999999729,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.45905908621176855,0.001,0.0,0.45,0.5120590862117685,5.910344162216575,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.5,0.5,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
2,R611,2023-04-23,912996,2,0,0,0,0.0,1.0,0.0,0.0,6.0,3.0,5.0,321.4682,False,l,2.418600000000083,,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.33876830352058485,0.001,0.0,0.39176830352058484,0.39176830352058484,4.504286107987733,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.5,0.5,4.0,30.0,"3.0, 12.0",0.3,0.2,0.7
3,R611,2023-04-23,912996,1,1,0,0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,107.14919999999995,False,l,1.5257999999998901,,4.0,l,cpoke,True,3.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.2390652042580067,0.001,0.0,0.2920652042580067,0.2920652042580067,5.3080861924414116,none,0.2,light,light,1.0,0.001,0.0,True,True,,15.0,True,False,15.0,15.0,0.5,0.5,4.0,30.0,"3.0, 3.0",0.3,0.2,0.7
4,R611,2023-04-23,912996,2,0,0,0,0.33,0.67,0.0,0.0,2.0,1.0,1.0,40.69010000000003,False,l,0.2866999999998825,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.220963095497297,0.001,0.0,0.273963095497297,0.273963095497297,5.385588820922719,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.017986209962091555,0.9820137900379085,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
5,R611,2023-04-23,912996,2,0,0,0,0.25,0.75,0.0,0.0,4.0,3.0,0.0,18.623399999999947,False,l,0.31300000000010186,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.2210671709614936,0.001,0.0,0.2740671709614936,0.2740671709614936,7.13442729657096,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.017986209962091555,0.9820137900379085,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
6,R611,2023-04-23,912996,2,0,0,0,0.2,0.8,0.0,0.0,9.0,5.0,1.0,57.039999999999964,False,l,1.024299999999812,,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.2959636015831489,0.001,0.0,0.3489636015831489,0.3489636015831489,5.9286112116589536,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.017986209962091555,0.9820137900379085,4.0,30.0,"3.0, 12.0",0.3,0.2,0.7
7,R611,2023-04-23,912996,2,0,0,0,0.17,0.83,0.0,0.0,14.0,3.0,0.0,31.83310000000006,False,l,0.4816000000000713,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.336470563799788,0.001,0.0,0.389470563799788,0.389470563799788,6.5609972073238225,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.017986209962091555,0.9820137900379085,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
8,R611,2023-04-23,912996,1,1,0,0,0.14,0.86,0.0,0.0,2.0,1.0,2.0,17.129500000000007,False,r,,0.5600999999999203,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.24747767464983172,0.001,0.0,0.3004776746498317,0.3004776746498317,6.716505970892796,none,0.2,light,light,1.0,0.001,0.0,True,True,,15.0,True,False,15.0,15.0,0.017986209962091555,0.9820137900379085,4.0,30.0,"3.0, 12.0",0.3,0.2,0.7
9,R611,2023-04-23,912996,1,1,0,0,0.25,0.75,0.0,0.0,2.0,2.0,3.0,33.038099999999986,False,l,0.5106000000000677,1.5076000000001386,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.4441404435858748,0.001,0.0,0.4971404435858748,0.4971404435858748,4.870441794375487,none,0.2,light,light,1.0,0.001,0.0,True,True,,15.0,True,False,15.0,15.0,0.03342648266811616,0.9665735173318838,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
10,R611,2023-04-23,912996,2,0,0,0,0.33,0.67,0.0,0.0,6.0,4.0,2.0,11.367199999999912,False,l,0.3506000000002132,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.2354726476749503,0.001,0.0,0.2884726476749503,0.2884726476749503,7.408815111969004,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.05266600721948215,0.9473339927805179,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
11,R611,2023-04-23,912996,3,,1,,0.3,0.7,0.0,0.0,5.0,4.0,2.0,9.832699999999932,False,l,0.302599999999984,,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.4237347770098976,0.001,0.0,0.4767347770098976,0.4767347770098976,5.220473300957617,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,15.0,15.0,0.0460431765425627,0.9539568234574374,4.0,30.0,"3.0, 12.0",0.3,0.2,0.7
12,R611,2023-04-23,912996,3,,1,,0.3,0.7,0.09,0.0,4.0,4.0,1.0,24.480000000000018,False,l,0.29330000000004475,,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.44782027384030204,0.001,0.0,0.500820273840302,0.500820273840302,3.333850514087147,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,15.0,15.0,0.0460431765425627,0.9539568234574374,4.0,30.0,"3.0, 12.0",0.3,0.2,0.7
13,R611,2023-04-23,912996,3,,1,,0.3,0.7,0.17,0.0,1.0,4.0,2.0,11.240099999999984,False,r,,0.3751999999999498,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.5802415567773046,0.001,0.0,0.6332415567773046,0.6332415567773046,6.497224349031213,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,15.0,15.0,0.0460431765425627,0.9539568234574374,4.0,30.0,"3.0, 12.0",0.3,0.2,0.7
14,R611,2023-04-23,912996,2,0,0,0,0.3,0.7,0.23,0.0,7.0,3.0,2.0,33.503099999999904,False,l,0.37249999999994543,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.2247544887333771,0.001,0.0,0.2777544887333771,0.2777544887333771,6.401402924491758,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.0460431765425627,0.9539568234574374,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
15,R611,2023-04-23,912996,2,0,0,0,0.27,0.73,0.21,0.0,8.0,2.0,1.0,61.382499999999936,False,l,0.31790000000000873,,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.2257480942192559,0.001,0.0,0.2787480942192559,0.2787480942192559,6.968943589226513,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.041338426561780064,0.95866157343822,4.0,30.0,"3.0, 12.0",0.3,0.2,0.7
16,R611,2023-04-23,912996,3,,1,,0.25,0.75,0.2,0.0,1.0,2.0,1.0,10.505200000000059,False,l,0.278400000000147,,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.44354583592659297,0.001,0.0,0.49654583592659296,0.49654583592659296,5.2759811125532385,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,15.0,15.0,0.03784544716278286,0.9621545528372172,4.0,30.0,"3.0, 12.0",0.3,0.2,0.7
17,R611,2023-04-23,912996,2,0,0,0,0.25,0.75,0.25,0.0,2.0,1.0,0.0,193.69319999999993,False,l,0.3911000000000513,,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.20816184680564648,0.001,0.0,0.26116184680564647,0.26116184680564647,6.146169693738384,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.03784544716278286,0.9621545528372172,4.0,30.0,"3.0, 12.0",0.3,0.2,0.7
18,R611,2023-04-23,912996,1,1,0,0,0.23,0.77,0.24,0.0,0.0,9.0,2.0,10.618099999999913,False,r,,0.7890999999999622,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.5029680638610536,0.001,0.0,0.5559680638610537,0.5559680638610537,5.8844931503414015,none,0.2,light,light,1.0,0.001,0.0,True,True,,15.0,True,False,15.0,15.0,0.035161057298101255,0.9648389427018986,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
19,R611,2023-04-23,912996,3,,1,,0.29,0.71,0.22,0.0,2.0,6.0,1.0,7.366600000000062,False,l,0.4497999999998683,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.630071254745705,0.001,0.0,0.6830712547457051,0.6830712547457051,5.907730574996154,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,15.0,15.0,0.04733743951236754,0.9526625604876325,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
20,R611,2023-04-23,912996,2,0,0,0,0.29,0.71,0.26,0.0,2.0,3.0,2.0,7.530099999999948,False,l,0.4356000000000222,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.3654054447891518,0.001,0.0,0.4184054447891518,0.4184054447891518,6.06971594474367,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.04733743951236754,0.9526625604876325,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
21,R611,2023-04-23,912996,2,0,0,0,0.27,0.73,0.25,0.0,4.0,3.0,0.0,34.523099999999886,False,l,0.423799999999801,,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.2427358129828846,0.001,0.0,0.2957358129828846,0.2957358129828846,5.542140947335626,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.04352016847503076,0.9564798315249693,4.0,30.0,"3.0, 12.0",0.3,0.2,0.7
22,R611,2023-04-23,912996,3,,1,,0.25,0.75,0.24,0.0,4.0,1.0,2.0,11.432999999999993,False,l,0.3085000000000946,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.4846271731023364,0.001,0.0,0.5376271731023364,0.5376271731023364,6.970112487794827,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,15.0,15.0,0.040460835867068314,0.9595391641329317,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
23,R611,2023-04-23,912996,2,0,0,0,0.25,0.75,0.27,0.0,3.0,2.0,1.0,16.04040000000009,False,l,0.34560000000010405,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.2711752648443543,0.001,0.0,0.32417526484435427,0.32417526484435427,6.193346011328967,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.040460835867068314,0.9595391641329317,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
24,R611,2023-04-23,912996,2,0,0,0,0.24,0.76,0.26,0.0,3.0,2.0,1.0,13.972500000000082,False,l,0.7010999999999967,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.5674075736519467,0.001,0.0,0.6204075736519468,0.6204075736519468,6.7014812699510244,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.03796200219653448,0.9620379978034655,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
25,R611,2023-04-23,912996,1,1,0,0,0.22,0.78,0.25,0.0,0.0,2.0,2.0,28.508800000000065,False,r,,0.8149000000000797,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.5093205747430575,0.001,0.0,0.5623205747430575,0.5623205747430575,6.8590683708025955,none,0.2,light,light,1.0,0.001,0.0,True,True,,15.0,True,False,15.0,15.0,0.03588783747067374,0.9641121625293263,4.0,30.0,"3.0, 12.0",0.3,0.2,0.7
26,R611,2023-04-23,912996,2,0,0,0,0.26,0.74,0.24,0.0,4.0,7.0,1.0,42.5150000000001,False,l,0.4571000000000822,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.2609121039948403,0.001,0.0,0.3139121039948403,0.3139121039948403,6.481560692705787,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.04517277617980542,0.9548272238201946,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
27,R611,2023-04-23,912996,3,,1,,0.25,0.75,0.23,0.0,4.0,2.0,0.0,6.813100000000077,False,l,0.29750000000012733,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.2615949674232702,0.001,0.0,0.3145949674232702,0.3145949674232702,6.1356599528200695,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,15.0,15.0,0.042390553601537734,0.9576094463984623,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
28,R611,2023-04-23,912996,2,0,0,0,0.25,0.75,0.26,0.0,2.0,5.0,1.0,6.785699999999906,False,l,0.41229999999995925,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.3006516450242648,0.001,0.0,0.35365164502426477,0.35365164502426477,5.636395491824987,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.042390553601537734,0.9576094463984623,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
29,R611,2023-04-23,912996,2,0,0,0,0.24,0.76,0.25,0.0,4.0,2.0,0.0,27.56269999999995,False,l,0.34780000000000655,,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.20305826874750704,0.001,0.0,0.25605826874750703,0.25605826874750703,6.727630625973817,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.040036076177182266,0.9599639238228178,4.0,30.0,"3.0, 12.0",0.3,0.2,0.7
30,R611,2023-04-23,912996,1,1,0,0,0.23,0.77,0.24,0.0,2.0,1.0,4.0,14.639200000000073,False,l,0.5484999999998763,0.927599999999984,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.36640772956912165,0.001,0.0,0.41940772956912165,0.41940772956912165,5.399640076928603,none,0.2,light,light,1.0,0.001,0.0,True,True,,15.0,True,False,15.0,15.0,0.0380221226888548,0.9619778773111453,4.0,30.0,"3.0, 12.0",0.3,0.2,0.7
31,R611,2023-04-23,912996,2,0,0,0,0.26,0.74,0.23,0.0,7.0,3.0,2.0,47.479899999999816,False,l,0.6942999999996573,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.39682702140510134,0.001,0.0,0.44982702140510133,0.44982702140510133,6.5276360806742675,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.04623912598595147,0.9537608740140485,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
32,R611,2023-04-23,912996,2,0,0,0,0.25,0.75,0.23,0.0,3.0,6.0,3.0,31.790300000000116,False,l,0.6235000000001492,,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.2119299872825688,0.001,0.0,0.2649299872825688,0.2649299872825688,5.277440478204105,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.04367575982897867,0.9563242401710214,4.0,30.0,"3.0, 12.0",0.3,0.2,0.7
33,R611,2023-04-23,912996,3,,1,,0.24,0.76,0.22,0.0,5.0,3.0,2.0,65.94630000000006,False,l,0.3306000000002314,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.4387638602883316,0.001,0.0,0.4917638602883316,0.4917638602883316,7.812414034776188,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,15.0,15.0,0.04145529146656926,0.9585447085334308,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
34,R611,2023-04-23,912996,1,1,0,0,0.24,0.76,0.24,0.0,1.0,1.0,2.0,20.946699999999964,False,l,0.4996000000001004,1.3760999999999513,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.4258306209697267,0.001,0.0,0.4788306209697267,0.4788306209697267,6.048053326412114,none,0.2,light,light,1.0,0.001,0.0,True,True,,15.0,True,False,15.0,15.0,0.04145529146656926,0.9585447085334308,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
35,R611,2023-04-23,912996,3,,1,,0.27,0.73,0.24,0.0,2.0,3.0,1.0,26.40059999999994,False,l,0.3376000000002932,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.6230957651025845,0.001,0.0,0.6760957651025845,0.6760957651025845,7.248217728243231,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,15.0,15.0,0.04934243062191969,0.9506575693780803,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
36,R611,2023-04-23,912996,1,1,0,0,0.27,0.73,0.26,0.0,0.0,2.0,4.0,11.992799999999988,False,r,,0.9512000000004264,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.30724009596592017,0.001,0.0,0.36024009596592016,0.36024009596592016,7.418006110206732,none,0.2,light,light,1.0,0.001,0.0,True,True,,15.0,True,False,15.0,15.0,0.04934243062191969,0.9506575693780803,4.0,30.0,"3.0, 12.0",0.3,0.2,0.7
37,R611,2023-04-23,912996,3,,1,,0.3,0.7,0.25,0.0,1.0,3.0,2.0,23.394999999999982,False,l,0.34950000000026193,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.3331419916002637,0.001,0.0,0.3861419916002637,0.3861419916002637,8.040113447073253,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,15.0,15.0,0.057824717366778,0.942175282633222,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
38,R611,2023-04-23,912996,2,0,0,0,0.3,0.7,0.27,0.0,4.0,2.0,4.0,7.9783000000002176,False,l,0.9223999999999251,,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.2768124956768813,0.001,0.0,0.3298124956768813,0.3298124956768813,5.9337358977961365,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.057824717366778,0.942175282633222,4.0,30.0,"3.0, 12.0",0.3,0.2,0.7
39,R611,2023-04-23,912996,2,0,0,0,0.29,0.71,0.26,0.0,1.0,3.0,1.0,12.86409999999978,False,l,0.4522999999999229,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.2334756841263517,0.001,0.0,0.2864756841263517,0.2864756841263517,4.36742571324387,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.05428558462965788,0.9457144153703422,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
40,R611,2023-04-23,912996,1,1,0,0,0.28,0.72,0.26,0.0,1.0,2.0,3.0,104.2201,False,l,0.4692000000000007,1.0313999999998487,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.3864133583592084,0.001,0.0,0.4394133583592084,0.4394133583592084,7.181356424156991,none,0.2,light,light,1.0,0.001,0.0,True,True,,15.0,True,False,15.0,15.0,0.051198313374783505,0.9488016866252166,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
41,R611,2023-04-23,912996,3,,1,,0.3,0.7,0.25,0.0,3.0,4.0,4.0,10.922500000000127,False,l,0.31770000000005894,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.6500204127810887,0.001,0.0,0.7030204127810887,0.7030204127810887,5.297824792403814,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,15.0,15.0,0.059255278252436386,0.9407447217475636,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
42,R611,2023-04-23,912996,3,,1,,0.3,0.7,0.27,0.0,4.0,6.0,3.0,8.386199999999917,False,l,0.27539999999999054,,4.0,r,cpoke,False,3.0,12.0,False,0.05,0.05,0.05,0.001,0.001,0.2649215101766511,0.001,0.0,0.3179215101766511,0.3179215101766511,5.2643672810755415,none,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,15.0,15.0,0.059255278252436386,0.9407447217475636,4.0,30.0,"3.0, 12.0",0.3,0.2,0.7
43,R611,2023-04-23,912996,2,0,0,0,0.3,0.7,0.29,0.0,4.0,4.0,2.0,54.885699999999815,False,l,0.6332999999999629,,4.0,r,cpoke,False,12.0,3.0,False,0.05,0.05,0.05,0.001,0.001,0.515826079915442,0.001,0.0,0.5688260799154421,0.5688260799154421,4.4965875850441,none,0.2,light,light,1.0,0.001,0.0,True,True,0.1,0.0,True,False,15.0,15.0,0.059255278252436386,0.9407447217475636,4.0,30.0,"12.0, 3.0",0.3,0.2,0.7
